prefix,base,derived,base_lemma,derived_lemma,thematic_score,shared_synsets,same_synset,base_freq,derived_freq,base_in_wn,derived_in_wn
under,went,underwent,gan,underwent,18,0,0,10,10,0,0
under,lining,underlining,line,underline,105,0,0,10,10,1,0
under,achieved,underachieved,achieve,underachieve,105,0,0,10,10,0,0
under,used,underused,use,underuse,99,0,0,10,10,1,0
under,classes,underclasses,classis,underclass,72,0,0,10,10,0,0
under,carriage,undercarriage,carriage,undercarriage,105,0,0,10,10,1,1
under,wear,underwear,wear,underwear,115,0,0,10,10,1,1
under,prepared,underprepared,prepare,underprepared,99,0,0,10,10,1,0
under,standing,understanding,stand,understand,78,0,0,10,10,1,1
under,bite,underbite,bite,underbite,97,0,0,10,10,1,0
under,served,underserved,serve,underserve,99,0,0,10,10,0,0
under,pricing,underpricing,price,underprice,105,0,0,10,10,1,0
under,dressed,underdressed,dress,underdress,105,0,0,10,10,1,1
under,states,understates,state,understate,81,0,0,10,10,0,0
under,rates,underrates,rates,underrate,77,0,0,10,10,1,0
under,grounds,undergrounds,grounds,underground,98,0,0,10,10,1,0
under,payment,underpayment,payment,underpayment,105,0,0,10,10,1,1
under,lies,underlies,lie,underly,97,0,0,10,10,0,0
under,water,underwater,water,underwater,115,0,0,10,10,1,1
under,side,underside,side,underside,105,0,0,10,10,1,1
under,pinning,underpinning,pin,underpin,90,0,0,10,10,1,0
under,investment,underinvestment,investment,underinvestment,99,0,0,10,10,1,0
under,appreciated,underappreciated,appreciate,underappreciated,99,0,0,10,10,1,0
under,studies,understudies,studie,understudy,77,0,0,10,10,0,0
under,current,undercurrent,current,undercurrent,105,0,0,10,10,1,1
under,nourish,undernourish,nourish,undernourish,105,0,0,10,10,1,1
under,funding,underfunding,fund,underfund,99,0,0,10,10,1,0
under,powered,underpowered,power,underpower,98,0,0,10,10,1,0
under,mine,undermine,mine,undermine,105,0,0,10,10,1,1
under,growth,undergrowth,growth,undergrowth,105,0,0,10,10,1,1
under,sold,undersold,sold,undersell,105,0,0,10,10,1,0
under,glaze,underglaze,glaze,underglaze,97,0,0,10,10,1,0
under,stands,understands,stand,understand,78,0,0,10,10,0,0
under,expose,underexpose,expose,underexpose,105,0,0,10,10,1,1
uni,forming,uniforming,form,uniform,98,0,0,10,10,0,0
uni,cycles,unicycles,cycle,unicycle,100,0,0,10,10,0,0
uni,cellular,unicellular,cellular,unicellular,105,0,0,10,10,1,1
uni,verse,universe,verse,universe,72,0,0,10,10,1,1
uni,sex,unisex,sex,unisex,105,0,0,10,10,1,1
uni,ties,unities,tie,unity,65,0,0,10,10,0,0
uni,verses,universes,verse,universe,72,0,0,10,10,0,0
uni,corn,unicorn,corn,unicorn,38,0,0,10,10,1,1
uni,formed,uniformed,form,uniform,98,0,0,10,10,1,1
uni,form,uniform,form,uniform,98,0,0,10,10,1,1
uni,forms,uniforms,form,uniform,98,0,0,10,10,0,0
uni,laterally,unilaterally,lateral,unilateral,105,0,0,10,10,1,1
uni,corns,unicorns,corn,unicorn,38,0,0,10,10,0,0
uni,cycle,unicycle,cycle,unicycle,100,0,0,10,10,1,1
uni,son,unison,son,unison,21,0,0,10,10,1,1
uni,lateral,unilateral,lateral,unilateral,105,0,0,10,10,1,1
up,side,upside,side,upside,105,0,0,10,10,1,1
up,roars,uproars,roar,uproar,105,0,0,10,10,0,0
up,scale,upscale,scale,upscale,92,0,0,10,10,1,1
up,rooting,uprooting,root,uproot,105,0,0,10,10,1,0
up,standing,upstanding,stand,upstanding,99,0,0,10,10,1,1
up,loaded,uploaded,load,upload,99,0,0,10,10,1,0
up,river,upriver,river,upriver,105,0,0,10,10,1,1
up,graded,upgraded,grade,upgrade,100,0,0,10,10,1,0
up,ping,upping,ping,up,100,0,0,10,10,1,0
up,right,upright,right,upright,105,0,0,10,10,1,1
up,tick,uptick,tick,uptick,100,0,0,10,10,1,1
up,stream,upstream,stream,upstream,115,0,0,10,10,1,1
up,holstered,upholstered,holster,upholster,93,0,0,10,10,0,0
up,swing,upswing,swing,upswing,99,0,0,10,10,1,0
up,town,uptown,town,uptown,105,0,0,10,10,1,1
up,draft,updraft,draft,updraft,103,0,0,10,10,1,1
up,sizes,upsizes,size,upsize,100,0,0,10,99,0,0
up,hold,uphold,hold,uphold,115,0,0,10,10,1,1
up,stairs,upstairs,stairs,upstairs,115,0,0,10,10,1,1
up,take,uptake,take,uptake,105,0,0,10,10,1,1
up,setting,upsetting,set,upset,50,0,0,10,10,1,1
up,set,upset,set,upset,50,0,0,10,10,1,1
up,tight,uptight,tight,uptight,115,0,0,10,10,1,1
up,lands,uplands,land,upland,105,0,0,10,10,0,0
up,sizing,upsizing,size,upsize,100,0,0,10,99,1,0
up,tempo,uptempo,tempo,uptempo,95,0,0,10,10,1,0
up,pity,uppity,pity,uppity,56,0,0,10,10,1,1
up,country,upcountry,country,upcountry,105,0,0,10,10,1,1
up,lifts,uplifts,lift,uplift,105,0,0,10,10,0,0
up,surge,upsurge,surge,upsurge,105,2,1,10,10,1,1
up,scaling,upscaling,scale,upscale,92,0,0,10,10,1,0
up,braid,upbraid,braid,upbraid,50,0,0,10,10,1,1
up,roar,uproar,roar,uproar,105,0,0,10,10,1,1
up,hill,uphill,hill,uphill,105,0,0,10,10,1,1
up,date,update,date,update,115,0,0,10,10,1,1
up,lifted,uplifted,lift,uplift,105,0,0,10,10,1,1
up,rising,uprising,rise,uprise,105,1,1,10,10,1,1
up,dating,updating,date,update,115,0,0,10,10,1,1
up,front,upfront,front,upfront,105,0,0,10,10,1,1
up,bringing,upbringing,bring,upbringing,59,0,0,10,10,1,1
up,load,upload,load,upload,99,0,0,10,10,1,1
up,turned,upturned,turn,upturned,105,0,0,10,10,1,1
up,takes,uptakes,take,uptake,105,0,0,10,10,0,0
up,dates,updates,date,update,115,0,0,10,10,0,0
up,loading,uploading,load,upload,99,0,0,10,10,1,0
up,state,upstate,state,upstate,105,0,0,10,10,1,1
up,beat,upbeat,beat,upbeat,105,0,0,10,10,1,1
up,lift,uplift,lift,uplift,105,0,0,10,10,1,1
up,lifting,uplifting,lift,uplift,105,0,0,10,10,0,1
up,stage,upstage,stage,upstage,105,0,0,10,10,1,1
